Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Business Profile,Is Featured?,District,Event Categories,Cost of Event,Event Date (Shown on Listing) REQUIRED,Time of the Event,Neighborhood (text),Event Details,RSVP/Event Link,Venue Name,Event Address,Age Range,Event email contact,Event Phone,Event Listing Img,Likes,CMS ID
Noon Years Eve Party at Wildlings Toys,noon-years-eve-party-at-wildlings-toys,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329473e7b2d38b86025c,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:59 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,holiday-event,$5-$30,Sun Dec 31 2023 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-1:00pm,,,https://www.eventbrite.com/e/wildlings-noon-years-eve-groovin-into-2024-tickets-779824956437?aff=oddtdtcreator,Wildlings Toys,"6031 North 16th Street Phoenix, AZ 85016",All Ages,,(602) 283-4260,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8329473e7b2d38b860235_65837c3b197a68f03d1f2eab_Screenshot%25202023-12-20%2520at%25202.51.11%25E2%2580%25AFPM.png,,65f8329473e7b2d38b86025c
NOAH Fest: Carnival & Health Fair,noah-fest-carnival-health-fair,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329499e90923c7a7b1b6,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,FREE,Sat Mar 02 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10:00am-2:00pm,,,https://noahhelps.org/noahfest/,Cholla Health Center,"8705 E. McDowell Road Scottsdale, AZ 85257",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8329499e90923c7a7b1a2_65df937504da199bccaa8e32_NOAHFEST%2520Cholla%2520Open%2520House%2520Flyer_8.5x11in_120523.jpeg,,65f8329499e90923c7a7b1b6
"Night, Night Storytime Mustang Library",night-night-storytime-mustang-library,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83294754def747957479d,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Thu Nov 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm-6:30pm,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832671b7defb4d0b0acb4_6528cb40d3973ec9f42ff80d_Mustang.jpeg,,65f83294754def747957479d
"Night, Night Storytime Mustang Library",night-night-storytime-mustang-library-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83294998a259e3c98b6a4,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:58 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date; story-time,Free,Thu Dec 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm-6:30pm,,,,Mustang Library Program Room,"10101 North 90th Street Scottsdale , AZ 85258",Under 5,,480-312-7323,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832671b7defb4d0b0acb4_6528cb40d3973ec9f42ff80d_Mustang.jpeg,,65f83294998a259e3c98b6a4
New Parent Crew Meetup,new-parent-crew-meetup,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832944e26082bfd2354cd,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,play-date,FREE,Wed Jan 10 2024 00:00:00 GMT+0000 (Coordinated Universal Time),2-4PM,,,https://LeoandLucaAZ.as.me/NewParentMeetup,Leo & Luca,6102 N. 16th St.,6 months and under,info@leoandlucaaz.com,602-935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8328df59acafd7e9fcf34_659c5b96ddc3e6b71f2ea8c5_b388622f-f684-422d-a7a4-0c114315c207.png,,65f832944e26082bfd2354cd
The Village Parenthood: Newborn Care Workshop,newborn-care-workshop,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329444b827c6283d022d,Mon Mar 18 2024 12:24:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,$79,Sat Jan 20 2024 00:00:00 GMT+0000 (Coordinated Universal Time),8:00am,,,http://villageparenthood.com,The Village Parenthood,"6060 E Brown Rd #110, Mesa, AZ 85205",Expecting Mothers and Support,,(480) 508-5099,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8329344b827c6283d0212_659e2b8f3a7c0951c57532f3_rs%253Dw-730%252Ch-973%252Ccg-true.webp,,65f8329444b827c6283d022d
New Parent Crew Meet Up,new-parent-crew-meet-up,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832936a8fa6f3c0cbdeb0,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,special-event,Free,Wed Feb 14 2024 00:00:00 GMT+0000 (Coordinated Universal Time),2pm-4pm,,,https://leoandlucaaz.as.me/NewParentMeetup,Leo & Luca,"6102 N 16th Street Phoenix, AZ 85016",0-6months,info@leoandlucaaz.com,602-935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832936a8fa6f3c0cbde89_65c2c2a0e4bc6ee42d6c7299_36cc2f84-7d9b-4d01-bd94-a1bd6f87b67e.png,,65f832936a8fa6f3c0cbdeb0
My Mini + Me Dance Class with Miss Kaylie,my-mini-me-dance-class-with-miss-kaylie,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83293989211966d7ceaab,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:56 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$25/child $10/additional siblings,Sun Nov 26 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00am-10:30am,,,https://leoandlucaaz.com/book/,Leo & Luca,"6102 N 16th St Suite 13, Phoenix, AZ 85016",1-7,info@leoandlucaaz.com,(602) 935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83293989211966d7cea62_654c3e14d8d2611fb6c0366a_Screenshot%25202023-11-08%2520at%25206.57.58%2520PM.png,,65f83293989211966d7ceaab
Music Together Class,music-together-class,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83293a206a75fd2652506,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:56 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop; play-date; special-event,Included with Drop-In Play,Fri Oct 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:30AM-10:15 AM,,,https://leoandlucaaz.com/book/,Leo & Luca,"6102 N 16th St Suite 13, Phoenix, AZ 85016",0-4 years,,(602) 935-8780,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83293a206a75fd26524fb_651ce4f6b32bb3f65b10433e_Screenshot%25202023-10-03%2520at%25209.03.03%2520PM.png,,65f83293a206a75fd2652506
Art PLAY Saturday Classes,new-art-play-saturday-session,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83293692a2d1ce1293e72,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:57 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$60-$100,Sat Sep 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time),8:00 AM,,,https://playzonaaz.aluvii.com/store/shop/categoryproducts?id=1&offSet=420&categoryId=5,PLAYzona,"8190 W Union Hills Dr Suite 100, Glendale, AZ 85308",0-4 Years,playzonaaz@gmail.com,(623) 440-6333,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ac27e243a454f043b_64ed7a20c92343773e83e05c_400x400-25.png,,65f83293692a2d1ce1293e72
Music & Movement w/Ms. P’Jay,music-movement-w-ms-pjay-c6df0,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83293a1dd6f7be4d43efe,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:55 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop; special-event,$18/1st Child $9/2nd Child,Fri Sep 01 2023 00:00:00 GMT+0000 (Coordinated Universal Time),1:30 PM,,,https://square.link/u/Cgjh54mh?src=sheet,Little Champs Play,"4273 W Grand Ave Suite 102, Surprise, AZ 85374",Toddlers,Admin@littlechampsplay.com,602-516-3668,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f663b4f9ed005fb36bcae1_64ed6d0e362e98edfa0a7f1b_400x400-18.png,,65f83293a1dd6f7be4d43efe
Art PLAY Wednesday Classes,new-art-play,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83293b7788368e29aab49,Mon Mar 18 2024 12:24:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:56 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$60-$100,Wed Sep 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00 AM,,,https://playzonaaz.aluvii.com/store/shop/categoryproducts?id=1&offSet=420&categoryId=5,PLAYzona,"8190 W Union Hills Dr Suite 100, Glendale, AZ 85308",0-4 Years,playzonaaz@gmail.com,(623) 440-6333,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8324ac27e243a454f043b_64ed7a20c92343773e83e05c_400x400-25.png,,65f83293b7788368e29aab49
Music Level 2 (Ages 2-3),music-level-2-ages-2-3,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329273e7b2d38b86008a,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:55 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$225-$250,Thu Sep 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),9:00 AM,,,https://playzonaaz.aluvii.com/store/shop/categoryproducts?id=1&offSet=420&categoryId=6,PLAYzona,"8190 W Union Hills Dr Suite 100, Glendale, AZ 85308",2-3 Years,playzonaaz@gmail.com,(623) 440-6333,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8328cda0ebbf1220757a1_64ed7ffa93cb83ac8a70cf4f_400x400-26.png,,65f8329273e7b2d38b86008a
Mr. Mouse Winter Bash!,mr-mouse-winter-bash,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832925d0b51d55494558d,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,,1 Hour $20 per child,Thu Jan 18 2024 00:00:00 GMT+0000 (Coordinated Universal Time),10:30am-11:30am,,,https://www.jordanscorneraz.com/event-details/mr-mouse-winter-bash,Jordan's Corner,"Jordan's Corner, 15681 Hayden Rd Suite 116, Scottsdale, AZ 85260, USA",0-6,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832925d0b51d554945549_65a7fb47965806592d405d2b_Screenshot%25202024-01-15%2520at%252010.24.48%25E2%2580%25AFPM.png,,65f832925d0b51d55494558d
Mummies Night Out: A Mom's Night Out,mummies-night-out-a-moms-night-out,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832927a199a77d2f1c3e9,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:55 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,holiday-event; special-event,$40 (Save $5 using PHXPLAYDISTRICT),Tue Oct 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm-8:00pm,,,https://www.eventbrite.com/e/mummies-night-out-a-moms-night-out-tickets-689704293107?aff=EVM,Hyatt Place Tempe / Phoenix / University,"601 E 6th St, Tempe, AZ 85281",For the Moms,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832927a199a77d2f1c3da_65262bf17e16cc853d5afc32_https___cdn.evbuc.com_images_602763849_506601438153_1_original.jpeg,,65f832927a199a77d2f1c3e9
Music Foundations (Ages 0-2),music-foundations-ages-0-2,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832924a91bc68afa336dc,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:55 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,workshop,$225-$250,Thu Sep 07 2023 00:00:00 GMT+0000 (Coordinated Universal Time),11:00 AM,,,https://playzonaaz.aluvii.com/store/shop/categoryproducts?id=1&offSet=420&categoryId=6,PLAYzona,"8190 W Union Hills Dr Suite 100, Glendale, AZ 85308",0-2 Years,playzonaaz@gmail.com,(623) 440-6333,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f8328cda0ebbf1220757a1_64ed7ffa93cb83ac8a70cf4f_400x400-26.png,,65f832924a91bc68afa336dc
Movies In The Park: Ferris Bueller's Day Off,movies-in-the-park-ferris-buellers-day-off,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329251dab5ddcdf22411,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,movie-screening,Free,Fri Nov 10 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm,,,https://www.shopbiltmore.com/Events/Details/572166,Biltmore Fashion Park,"2502 E Camelback Rd, Phoenix, AZ 85016",All ages,,602) 955-8400,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83291397696d8749caab8_65426ee6884e3794801b0ed5_Screenshot%25202023-11-01%2520at%25208.29.38%2520AM.png,,65f8329251dab5ddcdf22411
Movies in the Park Ratatouille (G),movies-in-the-park-ratatouille-g,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f8329257e768b76bfb602c,Mon Mar 18 2024 12:24:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Fri Oct 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6PM,,,https://www.tempe.gov/government/community-services/family-fun/movies-in-the-park,Kiwanis Park,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832916547030393597ee4_651cd2fe0d92037a3bb6a654_637968664437370000.jpeg,,65f8329257e768b76bfb602c
Movies In The Park: Guardians of the Galaxy,movies-in-the-park-biltmore,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832915e19e36175fc00ac,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:53 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,movie-screening,Free,Fri Nov 03 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm,,,https://www.shopbiltmore.com/Events/Details/572166,Biltmore Fashion Park,"2502 E Camelback Rd, Phoenix, AZ 85016",All ages,,602) 955-8400,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83291397696d8749caab8_65426ee6884e3794801b0ed5_Screenshot%25202023-11-01%2520at%25208.29.38%2520AM.png,,65f832915e19e36175fc00ac
Movies in the Park Lightyear (PG),movies-in-the-park-lightyear-pg,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83291fb0c44cfb9512a5d,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Fri Oct 13 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6PM,,,https://www.tempe.gov/government/community-services/family-fun/movies-in-the-park,Kiwanis Park,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832916547030393597ee4_651cd2fe0d92037a3bb6a654_637968664437370000.jpeg,,65f83291fb0c44cfb9512a5d
Movies In The Park: Home Alone,movies-in-the-park-home-alone,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83291b71f0e1c43d2fb97,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,movie-screening,Free,Fri Nov 17 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm,,,https://www.shopbiltmore.com/Events/Details/572166,Biltmore Fashion Park,"2502 E Camelback Rd, Phoenix, AZ 85016",All ages,,602) 955-8400,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83291397696d8749caab8_65426ee6884e3794801b0ed5_Screenshot%25202023-11-01%2520at%25208.29.38%2520AM.png,,65f83291b71f0e1c43d2fb97
Movies In The Park: Elf,movies-in-the-park-elf,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83291397696d8749caad3,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:54 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,movie-screening,Free,Fri Nov 24 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6:00pm,,,https://www.shopbiltmore.com/Events/Details/572166,Biltmore Fashion Park,"2502 E Camelback Rd, Phoenix, AZ 85016",All ages,,602) 955-8400,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83291397696d8749caab8_65426ee6884e3794801b0ed5_Screenshot%25202023-11-01%2520at%25208.29.38%2520AM.png,,65f83291397696d8749caad3
Movies in the Park E.T. The Extra-Terrestrial (PG),movies-in-the-park-e-t-the-extra-terrestrial-pg-boo-bash,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832914e26082bfd2353cc,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:53 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Fri Oct 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6PM,,,https://www.tempe.gov/government/community-services/family-fun/movies-in-the-park,Kiwanis Park,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832916547030393597ee4_651cd2fe0d92037a3bb6a654_637968664437370000.jpeg,,65f832914e26082bfd2353cc
Movies in the Park Toy Story (G),movies-in-the-park,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832916547030393597ef1,Mon Mar 18 2024 12:24:49 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Fri Oct 06 2023 00:00:00 GMT+0000 (Coordinated Universal Time),6PM,,,https://www.tempe.gov/government/community-services/family-fun/movies-in-the-park,Kiwanis Park,,All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832916547030393597ee4_651cd2fe0d92037a3bb6a654_637968664437370000.jpeg,1,65f832916547030393597ef1
Movies at the Boardwalk The Super Mario Bros. Movie (PG),movies-at-the-boardwalk-the-super-mario-bros-movie-pg-3b6fb,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83290ebebf206126f6592,Mon Mar 18 2024 12:24:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:52 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening; special-event,Free,Wed Oct 11 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm - 8:00pm,,,https://www.azboardwalk.com/event/free-movie-the-super-mario-bros-movie/,AZ Boardwalk,"9500 East Vía de Ventura, Suite E-100 Scottsdale, AZ 85256",All Ages,info@azboardwalk.com,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f663b2ce39e674fcd81f99_651e4ef9f4d1aa24ead6496b_AZB_SuperMario-WebsiteEvent.jpeg,,65f83290ebebf206126f6592
Movies at the Boardwalk Frozen 2 (PG),movies-at-the-boardwalk-frozen-2-pg,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f832905ca3d601a1251723,Mon Mar 18 2024 12:24:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Sat Jan 13 2024 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm - 8:00pm,,,https://www.azboardwalk.com/event/free-movie-frozen-2/,AZ Boardwalk,"9500 East Vía de Ventura, Suite E-100 Scottsdale, AZ 85256",All Ages,info@azboardwalk.com,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f832905ca3d601a12516ff_651e5415d5c61a74fcf0d746_AZB_Frozen2-withtimes-Web-1920x1080-1.jpeg,,65f832905ca3d601a1251723
Movies at the Boardwalk The Little Mermaid (PG),movies-at-the-boardwalk-the-little-mermaid-pg-dadec,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83290a1dd6f7be4d43d83,Mon Mar 18 2024 12:24:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:51 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,community-event; movie-screening,Free,Sat Dec 30 2023 00:00:00 GMT+0000 (Coordinated Universal Time),5:00pm - 8:00pm,,,https://www.azboardwalk.com/event/free-movie-the-little-mermaid/,AZ Boardwalk,"9500 East Vía de Ventura, Suite E-100 Scottsdale, AZ 85256",All Ages,info@azboardwalk.com,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f663b2c6fd18959424c6a2_651e5331ba2c784c80a02465_AZB_LittleMermaid-WebsiteEvent-1.jpeg,,65f83290a1dd6f7be4d43d83
Movie in the Park The Super Mario Bros. Movie (PG),movie-in-the-park-the-super-mario-bros-movie-pg,65f427a42ba41fbbe6cf856d,65e73217be6f6c361a8a2870,65f83290cb837c231030e0aa,Mon Mar 18 2024 12:24:48 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:51:50 GMT+0000 (Coordinated Universal Time),Mon May 13 2024 12:54:32 GMT+0000 (Coordinated Universal Time),,false,phoenix,movie-screening; community-event,Free,Sat Oct 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time),7PM,,,https://www.fountainhillsaz.gov/290/Movies-in-the-Park,Four Peaks Park,"14789-14827 N Del Cambre Ave, Fountain Hills, AZ 85268",All Ages,,,https://uploads-ssl.webflow.com/65d986465084e4f97312d7f4/65f83290cb837c231030e093_651cdbcb50f9489a51c701d0_Screenshot%25202023-10-03%2520at%25208.28.08%2520PM.png,,65f83290cb837c231030e0aa
